,d3mIndex,RegionName,ZoneName,WoredaName,Year,Epidemic_Week,Month,Total Malaria Confirmed and Clinical,TMalaria_OutP_Cases,TMalaria_InP_Cases,TMalaria_InP_Deaths,TMSuspected Fever Examined,PosMalaria_RDT_or_Microscopy_PF_OutP_Cases,PosMalaria_RDT_or_Microscopy_PV_OutP_Cases,Meningits total Cases,Meningitis_OutP_Cases,Meningitis_InP_Cases,Meningitis_InP_Deaths,Dysentery_total Cases,Dysentery_OutP_Cases,Dysentery_InP_Cases,Dysentery_InP_Deaths,Typhoid fever Total cases,Typhoid fever_OutP_Cases,Typhoid fever_InP_Cases,Typhoid fever_InP_Deaths,Relapsing fever_total Cases,Relapsing fever_OutP_Cases,Relapsing fever_InP_Cases,Relapsing fever_InP_Deaths,Epidemic Typhus Total Cases,Epidemic Typhus_OutP_Cases,Epidemic Typhus_InP_Cases,Epidemic Typhus_InP_Deaths,Malnutrition_total Cases,Malnutrition_OutP_Cases,Malnutrition_InP_Cases,Malnutrition_InP_Deaths,Scabies_OutP_Cases,Scabies_InP_Cases,Scabies_InP_Deaths,AFP/Polio_Cases,AFP/Polio_Deaths,Anthrax_Cases,Anthrax_Deaths,Avian_Human_Influenza_Cases,Avian_Human_Influenza_Deaths,Cholera/AWD_Cases,Cholera/AWD_Deaths,Dracunculiasis/Guinea worm_Cases,Dracunculiasis/Guinea worm_Deaths,Measles_Cases,Measles_Deaths,Neonatal Tetanus_Cases,Neonatal Tetanus_Deaths,Pandemic Influenza_Cases,Pandemic Influenza_Deaths,Rabies_Cases,Rabies_Deaths,SARS_Cases,SARS_Deaths,Small pox_Cases,Small pox_Deaths,Viral hemorrhagic fever_Cases,Viral hemorrhagic fever_Deaths,Yellow fever_Cases,Yellow fever_Deaths,Maternal_Death,Other 1_sc,Other 1_Cases,Other 1_Deaths,Other 2_Name,Other 2_Cases,Other 2_Deaths,Other 3_Name,Other 3_Cases,Other 3_Deaths,No-of-Gov_HPs-expected-by-RHB,No-of-Gov_HCs-expected-by-RHB,No-of-Gov_Hosps-expected-by-RHB,No-of-NGOHF-expected-by-RHB,No-of-OtherHFs-expected-by-RHB,No-of-Gov_HPs-Reported,No-of-Gov_HCs-Reported,No-of-Gov_Hosps-Reported,No-of-NGOHFs-Reported,No-of-OthersHF-Reported,All-Total-sites-Reported,All-Total-sites-Expected-by-RHB,Total-Gov-sites-Reported,Date_Sent,Date_Received,Date_WeekExpected,Timeliness,EthiopianMonth,EthMonNum,EthYear
45540,45540,Benishangul-Gumuz,Assosa,ARRA Tongo,2017,48,November,0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,7/12/17,7/12/17,12/8/17,T,Hedar,3,2010
102419,102419,Amhara,South Gonder,Debretabor,2018,46,November,12,12.0,0.0,0.0,75.0,7.0,5.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,6,6,3,22/11/18,22/11/18,11/23/18,T,Hedar,3,2011
120875,120875,Oromia,South West Shewa,Tulu Bolo Hospital,2019,10,March,0,0.0,0.0,0.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,,,1.0,,,1,1,1,14/03/19,14/03/19,3/15/19,T,Megabit,7,2011
12718,12718,SNNPR,Kembata Tembaro,Kedida Gamela,2017,14,April,51,51.0,0.0,0.0,424.0,47.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,92,92.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,19.0,4.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,23,23,23,13/04/17,13/04/17,4/14/17,T,Miyazia,8,2009
133107,133107,Amhara,North Gondar,Tselemet,2019,21,May,17,17.0,0.0,0.0,58.0,13.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,8.0,0.0,,0.0,0.0,3.0,0.0,,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,22.0,5.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,20,27,20,30/05/19,30/05/19,5/31/19,T,Ginbot,9,2011
36625,36625,Oromia,East Hararge,Bedeno,2017,39,September,1,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,69,62.0,7.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,40.0,9.0,0.0,0.0,5.0,39.0,9.0,0.0,0.0,7.0,55,54,48,5/10/17,5/10/17,10/6/17,T,Meskerem,1,2010
107040,107040,Oromia,Arsi,Bekoji Town,2018,50,December,1,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,0.0,2,2.0,0.0,0.0,66,66.0,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,3,11,3,20/12/18,20/12/18,12/21/18,T,Tahesas,4,2011
31031,31031,Oromia,West Wellega,Ayira Hospital,2017,33,August,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0.0,0.0,0.0,1.0,0.0,,,,,,0,1,0,24/08/17,24/08/17,8/25/17,T,Nehase,12,2009
15307,15307,Oromia,North Shewa,Dera hospital,2017,17,April,0,0.0,0.0,0.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,4/5/17,4/5/17,5/5/17,T,Miyazia,8,2009
110910,110910,SNNPR,Kefa,Tello,2019,1,January,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,10/1/19,10/1/19,1/11/19,T,Tir,5,2011
93818,93818,SNNPR,Halaba,Besheno HSP,2018,38,September,0,0.0,0.0,0.0,34.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,28/09/18,28/09/18,10/5/18,T,Meskerem,1,2011
135007,135007,Oromia,West Arsi,Arsi Negele Rural,2019,22,May,15,15.0,0.0,0.0,74.0,13.0,2.0,0,0.0,0.0,0.0,12,12.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,11,11.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,34.0,9.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,27,43,27,6/6/19,6/6/19,6/7/19,T,Ginbot,9,2011
117073,117073,Amhara,South Wollo,Mekdela,2019,6,February,5,5.0,0.0,0.0,66.0,2.0,3.0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,9,9.0,0.0,0.0,0,0.0,0.0,0.0,16,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,32.0,7.0,0.0,0.0,3.0,32.0,7.0,0.0,0.0,3.0,42,42,39,14/02/19,14/02/19,2/15/19,T,Yekatit,6,2011
73829,73829,Amhara,South Wollo,Legamibo,2018,21,May,0,0.0,0.0,0.0,18.0,0.0,0.0,0,0.0,0.0,0.0,32,32.0,0.0,0.0,8,8.0,0.0,0.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,5,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,35.0,9.0,1.0,0.0,5.0,35.0,9.0,1.0,0.0,5.0,50,50,45,31/05/18,31/05/18,6/1/18,T,Ginbot,9,2010
18342,18342,SNNPR,Gamo Gofa,Bonke,2017,20,May,68,68.0,0.0,0.0,153.0,40.0,28.0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,97,97.0,0.0,0.0,0,0.0,0.0,0.0,43,43.0,0.0,0.0,13,13.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,38.0,6.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,0.0,40,44,40,25/05/17,25/05/17,5/26/17,T,Ginbot,9,2009
107827,107827,Addis Ababa,Addis Ketema,Addis Ketema Woreda03,2018,51,December,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,43,43.0,0.0,0.0,0,0.0,0.0,0.0,46,46.0,0.0,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,4,4,1,27/12/18,27/12/18,12/28/18,T,Tahesas,4,2011
30655,30655,Benishangul-Gumuz,Maokomo Special,Maokomo,2017,33,August,110,110.0,0.0,0.0,235.0,80.0,15.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,22.0,3.0,0.0,0.0,2.0,22.0,3.0,0.0,0.0,0.0,25,27,25,24/08/17,24/08/17,8/25/17,T,Nehase,12,2009
29378,29378,Tigray,North Western Tigray,Asegede Tsimbila,2017,31,August,852,850.0,2.0,0.0,2076.0,530.0,322.0,0,0.0,0.0,0.0,111,111.0,0.0,0.0,11,11.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,25.0,7.0,0.0,1.0,0.0,25.0,7.0,0.0,1.0,0.0,33,33,32,15/08/17,15/08/17,8/11/17,L,Nehase,12,2009
13920,13920,Amhara,Awi,Fagita Lekoma,2017,16,April,18,18.0,0.0,0.0,85.0,9.0,9.0,0,0.0,0.0,0.0,23,23.0,0.0,0.0,29,29.0,0.0,0.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,1,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,25.0,6.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,0.0,31,31,31,27/04/17,27/04/17,4/28/17,T,Miyazia,8,2009
17064,17064,Oromia,Bale,Meda Welabu,2017,19,May,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,7.0,0.0,0.0,3,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,11.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,21.0,6.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,17,27,17,18/05/17,18/05/17,5/19/17,T,Ginbot,9,2009
8257,8257,Addis Ababa,Chirkos,Gandi Mem Hos[pital,2017,10,March,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,16/03/17,16/03/17,3/17/17,T,Megabit,7,2009
113110,113110,SNNPR,Gamo Gofa,West Abaya,2019,3,January,11,11.0,0.0,0.0,213.0,4.0,7.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,89,89.0,0.0,0.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,26.0,4.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,30,30,30,24/01/19,24/01/19,1/25/19,T,Tir,5,2011
981,981,Amhara,Oromiya,Dewe Harewa,2017,2,January,18,18.0,0.0,0.0,57.0,18.0,0.0,0,0.0,0.0,0.0,8,8.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,9.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,1.0,12,12,11,19/01/17,19/01/17,1/20/17,T,Tir,5,2009
60479,60479,SNNPR,Gamo Gofa,Chencha Hospital,2018,9,March,4,4.0,0.0,0.0,11.0,1.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,13.0,0.0,0.0,0,0.0,0.0,0.0,19,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,8/3/18,8/3/18,3/9/18,T,Megabit,7,2010
55738,55738,Oromia,Guji,Girja,2018,5,February,7,7.0,0.0,0.0,37.0,6.0,1.0,0,0.0,0.0,0.0,10,10.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,18.0,4.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,22,22,22,8/2/18,8/2/18,2/9/18,T,Yekatit,6,2010
93252,93252,Amhara,North Shewa,Mez Keya Geberal,2018,38,September,0,0.0,0.0,0.0,23.0,0.0,0.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,12,12.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,12.0,4.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,1.0,17,17,16,28/09/18,28/09/18,9/28/18,T,Meskerem,1,2011
67947,67947,Addis Ababa,Gulele,Gulele Woreda10,2018,16,April,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9.0,0.0,0.0,58,58.0,0.0,0.0,0,0.0,0.0,0.0,26,26.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,7,7,1,26/04/18,26/04/18,4/27/18,T,Miyazia,8,2010
42413,42413,Amhara,South Wollo,Sayinit,2017,45,November,16,16.0,0.0,0.0,66.0,6.0,10.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,8,8.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,31.0,7.0,1.0,1.0,0.0,31.0,7.0,0.0,0.0,1.0,39,40,38,16/11/17,16/11/17,11/17/17,T,Hedar,3,2010
1319,1319,Oromia,North Shewa,Were Jarso,2017,2,January,1,1.0,0.0,0.0,8.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,25.0,7.0,0.0,0.0,4.0,25.0,7.0,,,1.0,33,36,32,19/01/17,19/01/17,1/20/17,T,Tir,5,2009
100253,100253,Gambella,Agnuwak,Gambella  Town,2018,44,November,193,188.0,5.0,0.0,354.0,188.0,5.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,1,8/11/18,8/11/18,11/9/18,T,Hedar,3,2011
36146,36146,Somali,FAAFAN,Tuli Guuleed,2017,38,September,14,14.0,0.0,0.0,14.0,10.0,1.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,6,6.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,10.0,3.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,13,13,13,30/09/17,30/09/17,9/29/17,L,Meskerem,1,2010
57414,57414,SNNPR,Sheka,Masha,2018,6,February,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,19.0,4.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,23,23,23,15/02/18,15/02/18,2/16/18,T,Yekatit,6,2010
49708,49708,Oromia,Horo Gudru Wellega,Abay Chomen,2017,51,December,2,2.0,0.0,0.0,139.0,0.0,2.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,4,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,18.0,5.0,0.0,0.0,4.0,18.0,5.0,0.0,0.0,6.0,29,27,23,28/12/17,28/12/17,12/29/17,T,Tahesas,4,2010
95349,95349,Somali,SITTI,Gablaalu,2018,39,September,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,6.0,0.0,0.0,0.0,0.0,,,,,,0,6,0,9/10/18,9/10/18,10/5/18,L,Meskerem,1,2011
77740,77740,Addis Ababa,Arada,Arada Woreda09,2018,25,June,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,8.0,0.0,0.0,15,15.0,0.0,0.0,0,0.0,0.0,0.0,13,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,9,9,0,28/06/18,28/06/18,6/29/18,T,Sene,10,2010
